step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
390,PAYMENT,67562.55,C488302652,289275.53,221712.98,M509921918,0.0,0.0,0,0
566,CASH_OUT,18924.7,C719927151,9717.43,0.0,M410808710,0.0,0.0,0,0
106,CASH_IN,14286.2,C306468299,636685.53,622399.33,M694710082,0.0,0.0,0,0
477,CASH_OUT,87103.98,C856528252,1256003.99,1168900.01,C626762303,147424.54,234528.52,0,0
703,PAYMENT,1470.78,C174684276,18916.0,17445.22,M145347243,0.0,0.0,0,0
402,CASH_OUT,2767.58,C149203558,10603117.51,10600349.93,C983473934,151744.68,154512.26,0,0
730,CASH_OUT,19759.66,C810026086,8146.4,0.0,C987177360,338153.03,357912.69,0,0
556,CASH_OUT,2676.55,C344703907,41025.28,38348.73,C424262405,371104.25,373780.8,0,0
162,PAYMENT,5044.16,C930075810,39054.51,34010.35,M996129032,0.0,0.0,0,0
202,CASH_IN,54838.71,C410727955,48648.28,0.0,M728362577,0.0,0.0,0,0
270,CASH_OUT,15512.95,C185675980,1034738.79,1019225.84,M426325581,0.0,0.0,0,0
271,CASH_OUT,1382.65,C349957310,143696.73,142314.08,C630536354,97495.53,98878.18,0,0
456,CASH_IN,14943.83,C208449460,11352.44,0.0,C700523461,4772.31,19716.14,0,0
462,CASH_OUT,51979.77,C508157429,74464.02,22484.25,C894414358,57470.18,109449.95,0,0
727,CASH_IN,10480.87,C398471886,225578.98,215098.11,C597627622,20381.9,30862.77,0,0
252,CASH_OUT,29962.38,C586845604,169676.06,139713.68,C341076755,117711.32,147673.7,0,0
702,CASH_IN,3731.2,C782560971,689942.98,686211.78,M128819242,0.0,0.0,0,0
296,CASH_OUT,11965.92,C995619255,71594.86,59628.94,C949565526,324427.16,336393.08,0,0
725,CASH_IN,761.17,C491735568,296319.27,295558.1,C102627099,1752502.68,1753263.85,0,0
720,CASH_IN,20839.35,C274648506,45040.02,24200.67,C265381977,85868.1,106707.45,0,0
338,PAYMENT,13907.67,C497478786,16423.67,2516.0,M382047307,0.0,0.0,0,0
53,CASH_OUT,1169.82,C481469012,6107.45,4937.63,C422304445,63177.18,64347.0,0,0
217,CASH_IN,79325.82,C324956459,1373636.7,1294310.88,C787790914,132379.16,211704.98,0,0
188,PAYMENT,19085.83,C819595113,2928.7,0.0,C995761677,2474474.9,2493560.73,0,0
380,CASH_OUT,2866.9,C386665249,99517.81,96650.91,C783501986,7401.84,10268.74,0,0
493,CASH_OUT,21681.0,C853573823,135847.39,114166.39,C607387223,42254.45,63935.45,0,0
41,CASH_IN,1850.75,C833953718,8422.18,6571.43,C233333957,201033.9,202884.65,0,0
157,CASH_OUT,2277.41,C795822698,362906.71,360629.3,C802026333,116549.17,118826.58,0,0
15,PAYMENT,1865.25,C176667861,4020.02,2154.77,C815019129,76863.06,78728.31,0,0
65,PAYMENT,1786.2,C754049436,18781.56,16995.36,M408903747,0.0,0.0,0,0
521,CASH_IN,15621.75,C781802744,412248.19,396626.44,C547918677,386548.72,402170.47,0,0
344,TRANSFER,9337.43,C283758720,4440.3,0.0,M292599550,0.0,0.0,0,0
129,DEBIT,24892.75,C673528321,306802.6,281909.85,C628159105,588804.37,613697.12,0,0
648,CASH_OUT,117.97,C882893941,557694.48,557576.51,C838565998,1300381.31,1300499.28,0,0
472,CASH_IN,4503.86,C362863730,512085.85,507581.99,C792333529,149657.55,154161.41,0,0
63,CASH_OUT,4600.37,C275452091,126595.56,121995.19,M362798598,0.0,0.0,0,0
139,PAYMENT,8768.77,C596348124,11191.45,2422.68,M130539998,0.0,0.0,0,0
499,PAYMENT,8435.11,C507437181,8262.95,0.0,M228156091,0.0,0.0,0,0
593,CASH_OUT,11408.66,C389854268,21878.35,10469.69,C921110081,3045240.1,3056648.76,0,0
392,TRANSFER,9257.8,C787194506,130.17,0.0,M397659522,0.0,0.0,0,0
675,CASH_OUT,4071.65,C838908273,62719.53,58647.88,C629408646,2097029.05,2101100.7,0,0
419,PAYMENT,4450.09,C698020238,47560.33,43110.24,C171645238,4199.08,8649.17,0,0
289,CASH_IN,7485.86,C335809993,69687.14,62201.28,C743054662,622050.12,629535.98,0,0
379,CASH_IN,17274.12,C835098955,37033.28,19759.16,M900544937,0.0,0.0,0,0
490,CASH_OUT,9206.33,C448195935,85253.75,76047.42,C488436316,31763.57,40969.9,0,0
231,PAYMENT,2495.45,C924970419,70160.21,67664.76,C723914616,8125.25,10620.7,0,0
41,CASH_IN,2304.94,C933223566,3228.69,923.75,C615917815,120459.27,122764.21,0,0
28,CASH_OUT,17410.75,C160062915,104810.47,87399.72,C707281088,179850.16,197260.91,0,0
135,PAYMENT,25237.57,C345938494,57401.31,32163.74,C568224996,50185.11,75422.68,0,0
201,CASH_OUT,40397.43,C982403818,1897.65,0.0,C376930400,36303.26,76700.69,0,0
33,PAYMENT,3880.08,C134467368,358488.28,354608.2,C774305616,54266.23,58146.31,0,0
48,CASH_IN,484.67,C964411347,32971.95,32487.28,C836493300,42326.79,42811.46,0,0
503,PAYMENT,14363.81,C438715135,213471.97,199108.16,C611144821,1047600.35,1061964.16,0,0
407,PAYMENT,2769.86,C530747414,54798.67,52028.81,C845439994,32645.59,35415.45,0,0
574,PAYMENT,6939.22,C387484583,1702.06,0.0,M978622319,0.0,0.0,0,0
728,PAYMENT,10120.77,C171069472,98818.24,88697.47,C228402006,783502.17,793622.94,0,0
99,CASH_OUT,18591.77,C326541099,161589.57,142997.8,M500722831,0.0,0.0,0,0
684,CASH_OUT,30939.79,C709004943,622245.24,591305.45,C650320457,127937.47,158877.26,0,0
726,PAYMENT,46838.1,C870854579,376203.46,329365.36,C887006874,17062.0,63900.1,0,0
547,PAYMENT,58628.59,C437882805,657785.11,599156.52,M717684683,0.0,0.0,0,0
739,PAYMENT,9471.76,C328306011,261108.71,251636.95,M118838880,0.0,0.0,0,0
613,CASH_OUT,643.57,C803771909,22397.6,21754.03,M378675934,0.0,0.0,0,0
462,PAYMENT,3247.66,C636045484,23480.93,20233.27,C274855885,32027.26,35274.92,0,0
643,CASH_OUT,66982.66,C524806516,432732.82,365750.16,C724546761,809398.99,876381.65,0,0
5,TRANSFER,10128.81,C790256940,27534.78,17405.97,C162825060,9291.2,19420.01,0,0
218,PAYMENT,212683.82,C592688426,172762.29,0.0,C256913540,187774.23,400458.05,0,0
503,CASH_OUT,4589.48,C253407200,1827903.57,1823314.09,C443254980,2785.22,7374.7,0,0
398,CASH_OUT,260223.08,C384412919,17398.86,0.0,M595042189,0.0,0.0,0,0
393,TRANSFER,8084.77,C249926919,256941.27,248856.5,M844407003,0.0,0.0,0,0
207,CASH_OUT,4317.23,C364814270,12015.2,7697.97,C245489216,502942.55,507259.78,0,0
15,CASH_IN,2786.38,C899925830,193456.05,190669.67,C483739723,321948.28,324734.66,0,0
554,CASH_OUT,21802.52,C702764446,1509646.56,1487844.04,C275351550,21808254.85,21830057.37,0,0
461,TRANSFER,973.03,C678722458,871111.55,870138.52,C156788412,240030.38,241003.41,0,0
691,CASH_IN,3552.36,C382116655,27716.88,24164.52,M392777562,0.0,0.0,0,0
575,PAYMENT,7488.53,C902099969,1393690.94,1386202.41,C487796299,20688.01,28176.54,0,0
743,CASH_OUT,274.03,C727694430,38196.14,37922.11,C550449730,1168946.84,1169220.87,0,0
241,CASH_OUT,7001.27,C560027313,5820810.17,5813808.9,M783165158,0.0,0.0,0,0
564,PAYMENT,107017.19,C726563708,63885.15,0.0,M482235260,0.0,0.0,0,0
96,PAYMENT,15489.73,C528853029,225406.38,209916.65,M152307230,0.0,0.0,0,0
734,CASH_OUT,3019.76,C488690725,212112.82,209093.06,M411230727,0.0,0.0,0,0
485,CASH_OUT,3956.78,C335493870,6715.41,2758.63,C413171942,6227.85,10184.63,0,0
407,PAYMENT,13436.34,C248532577,938964.0,925527.66,M668666911,0.0,0.0,0,0
231,PAYMENT,3766.42,C647099690,92882.27,89115.85,M786063606,0.0,0.0,0,0
655,CASH_OUT,16364.01,C629908599,19696.61,3332.6,C182492018,14718.0,31082.01,0,0
171,CASH_OUT,3610.27,C197613238,13325.21,9714.94,M651759949,0.0,0.0,0,0
541,DEBIT,1743.35,C911514914,17936.87,16193.52,M308107088,0.0,0.0,0,0
36,PAYMENT,47628.81,C150590821,51333.35,3704.54,C922961300,25649.74,73278.55,0,0
525,CASH_IN,23471.91,C217734861,7083.98,0.0,C774342024,61218.43,84690.34,0,0
160,PAYMENT,476.92,C264112119,11698.67,11221.75,C296760502,3710.02,4186.94,0,0
699,CASH_OUT,4888.85,C773715057,1888.78,0.0,C921078969,96665.79,101554.64,0,0
243,CASH_OUT,38731.51,C271779360,11865.9,0.0,M201477888,0.0,0.0,0,0
86,CASH_OUT,6315.67,C950488739,916898.62,910582.95,C742916320,22488.74,28804.41,0,0
578,CASH_IN,3392.0,C830661141,661676.53,658284.53,C908128706,2408300.49,2411692.49,0,0
682,PAYMENT,5547.95,C553290810,102756.84,97208.89,C279460824,51820.98,57368.93,0,0
557,CASH_OUT,9569.88,C740389325,4043530.13,4033960.25,C683806675,18848.27,28418.15,0,0
574,TRANSFER,6189.11,C168212356,679884.65,673695.54,C446396476,833894.71,840083.82,0,0
646,CASH_OUT,7157.99,C513140753,142830.09,135672.1,C439528365,185167.11,192325.1,0,0
28,DEBIT,6471.03,C509760584,177550.18,171079.15,M987793353,0.0,0.0,0,0
620,DEBIT,1881.03,C739830322,71509.39,69628.36,C835477875,4052159.31,4054040.34,0,0
556,CASH_OUT,1741.08,C602564736,4823.64,3082.56,C958861610,10271.18,12012.26,0,0
340,CASH_OUT,1579.82,C668132202,35136.14,33556.32,M423273934,0.0,0.0,0,0
331,PAYMENT,9295.16,C369953851,333.89,0.0,C391476850,1475.68,10770.84,0,0
640,PAYMENT,19421.74,C694021782,6709.25,0.0,M835989586,0.0,0.0,0,0
506,PAYMENT,1974.45,C112327652,961237.06,959262.61,M849436905,0.0,0.0,0,0
348,TRANSFER,853.91,C830448745,69901.66,69047.75,M839106580,0.0,0.0,0,0
473,CASH_IN,2192.99,C873869166,7099.45,4906.46,C489255767,459614.33,461807.32,0,0
231,CASH_OUT,66410.16,C222998994,171796.47,105386.31,C202900339,282861.75,349271.91,0,0
190,CASH_OUT,5066.15,C831980933,200532.3,195466.15,M673829455,0.0,0.0,0,0
225,PAYMENT,5877.42,C676567501,1308156.85,1302279.43,C722820339,155532.26,161409.68,0,0
385,CASH_OUT,2448.99,C906248900,2098139.72,2095690.73,M477559154,0.0,0.0,0,0
377,CASH_IN,19102.2,C386501362,285628.43,266526.23,C984027553,456408.48,475510.68,0,0
283,CASH_OUT,6734.48,C925276600,2895.0,0.0,C254315506,84432.69,91167.17,0,0
633,CASH_OUT,2724.5,C788227492,5727108.33,5724383.83,C113848767,1414876.64,1417601.14,0,0
628,CASH_OUT,1726.12,C465260635,896963.08,895236.96,C247048346,217813.14,219539.26,0,0
259,CASH_IN,14282.23,C219778234,327222.58,312940.35,M656381604,0.0,0.0,0,0
359,CASH_OUT,12039.86,C415143362,57910.54,45870.68,C402170023,41831.29,53871.15,0,0
710,CASH_IN,1264.69,C566825638,2698.14,1433.45,C500520940,481471.38,482736.07,0,0
456,PAYMENT,51076.17,C269820594,19534.61,0.0,C936238554,92732.12,143808.29,0,0
411,CASH_IN,3093.84,C587182120,54077.6,50983.76,M620656360,0.0,0.0,0,0
649,PAYMENT,287.97,C103484630,26854.66,26566.69,C542375728,1560.2,1848.17,0,0
318,CASH_OUT,80253.98,C875340444,533338.82,453084.84,C465408396,130751.69,211005.67,0,0
677,CASH_IN,6947.84,C872751234,51377.6,44429.76,C275051213,19530.09,26477.93,0,0
225,CASH_OUT,15548.29,C382811832,12665.89,0.0,C209970339,1295438.93,1310987.22,0,0
234,PAYMENT,99551.4,C637500247,162991.15,63439.75,C333942807,19571.03,119122.43,0,0
684,CASH_OUT,1800.95,C918150683,11402.1,9601.15,C265952075,35225.9,37026.85,0,0
664,CASH_IN,16630.66,C291825997,2290.52,0.0,C640503265,10887.22,27517.88,0,0
374,TRANSFER,47239.82,C645119047,165855.1,118615.28,C337418815,854152.12,901391.94,0,0
672,PAYMENT,1994.67,C214257751,51792.72,49798.05,C992895309,457717.94,459712.61,0,0
608,PAYMENT,72474.15,C771410971,81931.41,9457.26,C302310976,18159.66,90633.81,0,0
472,CASH_IN,978.73,C420452650,938906.41,937927.68,M953739357,0.0,0.0,0,0
233,CASH_OUT,7023.05,C786066793,98910.23,91887.18,C699851464,794506.3,801529.35,0,0
692,TRANSFER,1614.85,C645098869,186911.0,185296.15,C758663681,9682674.95,9684289.8,0,0
113,CASH_OUT,23011.85,C753876785,61964.46,38952.61,C840509085,398610.34,421622.19,0,0
497,TRANSFER,1904.37,C313579170,302535.94,300631.57,M992726322,0.0,0.0,0,0
442,CASH_IN,3210.03,C264109919,841.69,0.0,C664415423,95990.85,99200.88,0,0
564,CASH_IN,2167.98,C501486939,12724.67,10556.69,M671333359,0.0,0.0,0,0
268,PAYMENT,1335.55,C918739736,27658.12,26322.57,C865091650,116431.4,117766.95,0,0
510,PAYMENT,2564.59,C273461957,22951.33,20386.74,C691752891,1427965.0,1430529.59,0,0
386,PAYMENT,7570.41,C679153816,12292.86,4722.45,C854051178,52445.33,60015.74,0,0
387,CASH_OUT,6972.13,C936043811,50819.13,43847.0,C912078177,81402.1,88374.23,0,0
113,PAYMENT,5856.4,C669462919,45644.62,39788.22,C961764023,13931561.9,13937418.3,0,0
613,PAYMENT,2981.51,C100614068,50767.63,47786.12,C222370850,5541329.61,5544311.12,0,0
625,CASH_IN,4750.24,C743111853,89403.67,84653.43,C548122132,216761.78,221512.02,0,0
81,PAYMENT,751.16,C448059918,162037.22,161286.06,C594448830,1721640.83,1722391.99,0,0
699,CASH_OUT,2839.89,C624636385,12683.85,9843.96,M182034227,0.0,0.0,0,0
113,CASH_OUT,5810.13,C120912992,21063.82,15253.69,M225161415,0.0,0.0,0,0
2,PAYMENT,12601.05,C220117054,379063.17,366462.12,M979227852,0.0,0.0,0,0
642,CASH_OUT,10492.27,C489747629,9100.74,0.0,M240909455,0.0,0.0,0,0
220,CASH_OUT,1284.38,C992994062,11897.89,10613.51,C118660989,11059.54,12343.92,0,0
566,CASH_IN,15393.2,C966267851,12759.98,0.0,C614878782,7332.16,22725.36,0,0
736,PAYMENT,9733.95,C430190783,40144.23,30410.28,C473887547,53060.85,62794.8,0,0
225,PAYMENT,70280.56,C357109965,440767.18,370486.62,M434549462,0.0,0.0,0,0
385,CASH_OUT,861.26,C162196678,170722.98,169861.72,C842010046,24370.7,25231.96,0,0
403,CASH_IN,6603.03,C358633898,10447.71,3844.68,C489305032,28686955.9,28693558.93,0,0
638,CASH_OUT,38061.54,C709194872,2250057.69,2211996.15,C249265120,1911051.64,1949113.18,0,0
130,CASH_IN,5194.53,C184564737,14893.86,9699.33,C977288628,325416.28,330610.81,0,0
53,CASH_OUT,2058.67,C191969690,2339.18,280.51,M574527208,0.0,0.0,0,0
684,CASH_IN,2382.51,C885879795,2299906.05,2297523.54,C741720343,374750.83,377133.34,0,0
730,PAYMENT,26296.36,C621828280,11229.46,0.0,C661697010,111094.97,137391.33,0,0
672,PAYMENT,794.62,C976198296,47963.4,47168.78,C919898028,310870.64,311665.26,0,0
710,PAYMENT,4915.53,C174316370,45799.6,40884.07,C467268165,1081552.87,1086468.4,0,0
416,PAYMENT,2177.42,C916690353,191665.75,189488.33,M284906027,0.0,0.0,0,0
247,CASH_OUT,2437.18,C671988889,1519.37,0.0,C862243827,2921599.7,2924036.88,0,0
439,CASH_IN,15715.48,C922308461,32814.5,17099.02,C427152234,100028.88,115744.36,0,0
203,CASH_OUT,4478.58,C235034324,28751.9,24273.32,C130880314,22364.85,26843.43,0,0
184,CASH_IN,11493.66,C237859287,1011984.27,1000490.61,M899358066,0.0,0.0,0,0
123,CASH_IN,1257.64,C808402051,20188.77,18931.13,C974642290,110742.16,111999.8,0,0
401,CASH_OUT,28137.2,C610330567,31524.55,3387.35,C227342442,97664.41,125801.61,0,0
294,CASH_IN,11147.95,C690347116,273845.42,262697.47,C338754922,946225.17,957373.12,0,0
280,PAYMENT,51896.78,C277303722,166508.25,114611.47,C238206116,78696.93,130593.71,0,0
610,CASH_OUT,4400.94,C384602384,14071.6,9670.66,C845439079,25173.55,29574.49,0,0
198,TRANSFER,15904.29,C666585408,141041.89,125137.6,C252857173,74556.19,90460.48,0,0
511,PAYMENT,26241.45,C751325257,13701.26,0.0,C838785008,37081.72,63323.17,0,0
144,PAYMENT,15441.94,C554340903,298482.36,283040.42,M343282447,0.0,0.0,0,0
609,PAYMENT,103433.46,C327416584,43458.12,0.0,C430098648,1152372.43,1255805.89,0,0
201,CASH_OUT,668.59,C679064766,4849.84,4181.25,C234587291,21065.08,21733.67,0,0
124,TRANSFER,10529.92,C910959828,823.33,0.0,M325315065,0.0,0.0,0,0
187,CASH_OUT,4408.19,C883757514,28225.0,23816.81,C239820778,83747.26,88155.45,0,0
326,CASH_OUT,3957.89,C840739735,12489.03,8531.14,C184401435,130623.93,134581.82,0,0
464,PAYMENT,76137.92,C315984311,37077.26,0.0,C556130975,2770.17,78908.09,0,0
349,PAYMENT,3196.08,C865523129,54258.15,51062.07,C841760327,589856.09,593052.17,0,0
660,PAYMENT,29121.73,C434702822,1303.11,0.0,M919290447,0.0,0.0,0,0
403,CASH_OUT,1667.16,C528414718,13908.48,12241.32,M941845510,0.0,0.0,0,0
346,CASH_OUT,37394.17,C821218382,46224.46,8830.29,M219960793,0.0,0.0,0,0
511,CASH_OUT,7834.74,C797801251,73137.27,65302.53,C183467647,179318.53,187153.27,0,0
147,TRANSFER,5302.11,C500957212,295509.58,290207.47,C120193226,165183.77,170485.88,0,0
148,CASH_OUT,808.25,C570406376,417103.81,416295.56,M931819535,0.0,0.0,0,0
711,CASH_IN,5318.66,C655742829,37149.15,31830.49,C619964733,32657.41,37976.07,0,0
489,CASH_IN,2892.48,C584779555,44544.67,41652.19,C913181224,291903.91,294796.39,0,0
640,CASH_IN,111468.11,C229927269,22894.3,0.0,C563048450,262416.57,373884.68,0,0
551,CASH_IN,8756.04,C366186631,222238.28,213482.24,M145652216,0.0,0.0,0,0
338,CASH_OUT,3311.83,C341266931,27749.58,24437.75,C310830273,144675.85,147987.68,0,0
641,CASH_OUT,3107.99,C168747287,8659.03,5551.04,C215768032,7222.51,10330.5,0,0
473,PAYMENT,1053.8,C463016614,2153.81,1100.01,M135210907,0.0,0.0,0,0
151,CASH_OUT,79492.56,C122585366,9000.08,0.0,C951536517,6340.56,85833.12,0,0
415,CASH_IN,53338.77,C731691672,35180.95,0.0,C808442872,348929.46,402268.23,0,0
298,PAYMENT,7329.2,C694768704,424690.2,417361.0,M651344082,0.0,0.0,0,0
611,CASH_IN,212993.75,C347083812,65580.04,0.0,C736918066,158932.87,371926.62,0,0
263,CASH_OUT,7945.41,C731832764,75279.82,67334.41,M163635565,0.0,0.0,0,0
144,TRANSFER,41967.45,C336456621,60279.48,18312.03,C603673335,421330.18,463297.63,0,0
346,CASH_OUT,18943.99,C107721109,774237.49,755293.5,M227691754,0.0,0.0,0,0
624,PAYMENT,3422.93,C176228245,165334.61,161911.68,C371670077,112651.18,116074.11,0,0
572,PAYMENT,10652.38,C860038427,58138.08,47485.7,C146473159,215362.63,226015.01,0,0
2,CASH_IN,14172.89,C777641645,18081.92,3909.03,C171132564,463947.1,478119.99,0,0
304,PAYMENT,1145.5,C163215224,4812.7,3667.2,C423889716,29185.58,30331.08,0,0
254,TRANSFER,12481.01,C345824373,1631330.17,1618849.16,M816815464,0.0,0.0,0,0
652,CASH_IN,44865.16,C172370545,298712.27,253847.11,C111029898,64052.43,108917.59,0,0
453,CASH_IN,2871.83,C133729406,40668.28,37796.45,M910192189,0.0,0.0,0,0
37,CASH_OUT,5909.8,C454794895,2164964.15,2159054.35,C203619948,71932.99,77842.79,0,0
160,CASH_IN,1533.94,C176082500,58967.72,57433.78,C940064269,32573.29,34107.23,0,0
9,CASH_IN,3927.68,C652070932,11690.21,7762.53,C232922317,8030.2,11957.88,0,0
233,CASH_OUT,4412.49,C355555531,689225.08,684812.59,C746169210,95330.28,99742.77,0,0
99,CASH_OUT,86443.28,C399012686,4619.39,0.0,C320547840,40874.69,127317.97,0,0
659,CASH_OUT,5035.23,C818309417,26854.95,21819.72,C730933965,335292.69,340327.92,0,0
208,CASH_OUT,3657.44,C621209849,5424.53,1767.09,C314774593,253755.84,257413.28,0,0
131,PAYMENT,7037.9,C330035022,12104.11,5066.21,C298407974,470832.15,477870.05,0,0
404,TRANSFER,625.45,C678998028,89291.38,88665.93,M820051966,0.0,0.0,0,0
152,PAYMENT,235.55,C242068763,117522.07,117286.52,C477456401,688.69,924.24,0,0
54,PAYMENT,1019.25,C876693898,6605.22,5585.97,C131416738,162435.69,163454.94,0,0
120,TRANSFER,13176.03,C713152854,2231802.97,2218626.94,C197473548,844388.78,857564.81,0,0
